42	12
38	12
38	12
36	11
56	16
51	14
58	11
38	11
36	11
50	14
54	17
45	11
51	16
54	16
51	17
53	18
53	17
54	18
54	17
54	17
37	17
52	18
54	17
56	16
53	18
53	16
46	16
57	19
57	16
40	13
55	14
49	12
55	18
56	18
52	17
43	15
43	16
51	19
43	18
45	12
50	14
52	16
54	16
41	15
37	12
43	15
38	14
38	14
51	16
39	13
47	16
55	15
55	18
38	12
38	11
70	11
38	9
41	13
66	14
51	15
52	15
51	16
39	17
54	12
55	11
53	16
39	17
44	13
54	16
53	12
55	16
55	15
56	16
42	15
46	10
53	14
54	17
42	16
45	12
51	13
54	16
54	13
50	17
56	18
50	16
52	16
54	19
40	18
48	14
52	16
54	17
47	13
43	19
38	13
53	15
55	17
40	12
37	6
20	6
28	8
30	9
43	10
32	9
30	9
28	8
28	10
29	10
20	6
27	10
20	6
28	10
21	7
22	6
28	10
22	10
30	9
23	7
19	7
20	7
21	8
26	8
19	6
19	6
22	8
20	6
18	7
19	6
29	7
29	9
28	10
21	7
19	7
20	7
22	8
20	8
19	6
19	17
22	8
21	8
21	8
20	7
19	7
20	7
19	8
20	7
21	4
20	6
18	5
19	4
20	6
19	3
30	10
31	10
28	9
30	9
29	10
29	10
30	9
31	9
31	9
58	11
32	11
39	14
42	14
41	12
41	15
41	14
42	13
41	13
32	14
39	11
31	10
30	9
44	10
30	10
30	10
31	10
29	9
31	10
29	9
32	12
31	11
30	11
30	9
33	10
31	11
30	11
32	10
31	10
31	10
30	11
31	10
30	10
30	10
30	10
32	10
32	6
30	12
31	11
29	10
29	11
30	10
30	11
31	10
30	10
31	10
31	11
31	10
30	10
30	10
29	11
31	11
30	11
29	11
30	11
29	10
29	10
34	11
30	11
29	6
32	12
31	12
31	11
29	10
31	12
34	9
35	8
45	9
35	4
31	5
21	5
19	7
17	5
17	6
15	6
17	6
17	6
16	6
17	5
16	6
16	5
16	6
17	6
17	6
18	5
17	5
18	6
17	5
18	5
16	5
17	5
17	6
15	5
16	5
17	5
18	5
18	5
17	5
17	5
16	5
16	6
16	6
16	7
15	5
17	6
17	7
16	6
18	6
16	6
15	6
15	6
16	4
15	3
17	3
69	21
68	22
71	23
69	21
69	21
72	21
68	22
72	22
67	21
67	22
68	22
67	21
67	22
70	22
68	21
70	20
68	19
72	18
72	20
72	22
67	22
70	21
67	21
67	22
70	22
70	21
68	21
68	21
68	21
68	21
71	18
71	21
66	19
68	22
70	21
68	21
66	22
71	22
71	21
67	21
70	21
68	21
69	21
68	21
67	21
67	21
70	20
70	21
69	20
66	20
66	20
69	19
75	21
71	20
76	21
76	20
75	22
75	21
76	22
74	21
75	20
73	21
72	21
70	20
74	22
74	21
74	21
74	21
113	23
72	20
70	21
76	21
82	17
81	22
75	21
77	27
90	23
72	22
72	22
88	27
77	24
75	25
84	26
86	27
91	23
103	29
98	22
96	29
86	20
76	24
79	21
75	24
75	22
71	22
72	21
75	24
74	21
72	22
80	21
90	23
72	21
77	21
76	23
79	22
75	26
75	21
84	24
103	23
80	22
77	21
80	23
82	26
75	23
78	25
75	25
75	23
77	28
77	23
75	20
73	18
76	19
78	22
76	23
77	21
74	21
77	22
76	23
78	22
77	22
77	22
74	21
79	22
73	20
73	19
77	23
74	22
77	22
76	22
77	23
78	22
74	22
73	21
74	21
73	22
73	22
72	23
73	22
73	22
77	21
74	22
79	22
73	22
73	23
77	22
73	22
75	22
77	19
74	19
78	22
79	22
73	23
78	23
77	23
73	22
79	23
77	25
73	26
74	25
77	26
77	26
71	25
74	22
76	25
71	26
76	21
73	27
75	26
76	25
76	24
73	23
73	24
77	25
71	24
73	22
76	17
76	11
31	9
30	10
33	10
30	9
34	10
32	11
31	11
31	9
29	10
32	9
31	9
83	24
72	20
57	19
57	18
56	16
56	15
61	20
60	25
58	19
58	18
61	20
57	19
56	18
54	18
56	18
56	17
56	19
63	19
59	25
48	16
48	16
46	15
48	15
47	14
48	12
51	16
48	15
47	13
48	15
50	16
48	16
50	16
49	15
48	16
51	15
48	16
48	16
49	13
41	14
42	14
43	14
41	13
42	14
43	12
41	14
42	15
41	11
31	8
34	8
33	11
32	10
33	10
32	10
30	10
31	10
31	9
31	10
32	10
33	10
31	10
32	9
31	10
31	12
32	13
31	7
32	5
32	10
31	6
33	5
32	10
31	10
31	9
29	5
39	14
37	14
40	12
37	12
39	13
39	13
38	12
37	13
38	13
37	13
38	12
39	12
39	13
39	16
38	12
37	13
37	13
39	12
38	13
40	12
39	13
40	13
39	13
39	12
39	12
39	14
38	13
39	13
40	12
40	15
39	13
37	12
38	11
38	12
38	12
39	13
38	13
39	12
41	12
39	11
37	13
36	13
39	12
39	12
37	14
39	13
41	11
39	12
40	13
40	12
40	12
38	13
38	13
38	13
37	13
39	12
40	12
39	12
40	13
38	14
39	14
41	12
37	11
37	8
38	15
38	10
38	14
38	10
38	9
38	13
41	13
42	12
38	13
39	11
38	12
39	12
41	14
41	12
42	12
38	14
39	13
37	11
40	13
41	12
40	12
40	12
38	14
41	12
41	12
40	12
39	12
38	12
40	12
40	12
38	12
42	12
40	12
39	12
38	12
38	12
41	12
38	12
40	12
39	13
41	12
42	12
39	13
39	12
58	6
67	19
63	20
64	26
86	19
66	20
69	20
69	20
78	27
64	23
67	22
68	20
68	20
68	20
68	20
65	19
64	23
66	21
63	20
66	19
69	20
70	19
68	21
69	19
69	21
71	21
69	20
69	20
70	21
70	20
69	21
67	23
64	23
68	24
70	20
66	21
67	21
66	21
66	23
66	22
66	20
65	21
65	20
68	21
64	24
73	21
65	20
67	21
67	21
69	20
78	21
64	21
70	21
70	21
71	23
69	23
69	23
68	21
65	20
65	21
70	21
70	21
69	21
72	21
71	21
70	21
73	25
66	25
68	26
64	24
68	20
64	22
66	22
70	21
70	22
64	25
63	22
64	23
63	23
65	22
65	21
68	22
69	21
69	19
66	14
68	18
80	17
69	23
66	15
74	23
72	21
70	22
108	27
97	30
101	28
93	26
81	26
102	27
101	28
98	31
101	29
100	27
99	29
100	27
101	28
99	29
101	27
95	20
81	26
97	28
101	28
101	30
101	27
101	28
101	28
81	27
98	28
101	29
90	27
80	20
68	21
71	20
73	20
67	21
71	20
71	20
68	20
69	20
70	20
68	20
68	20
70	21
68	21
70	21
68	21
70	21
67	20
68	21
67	21
72	19
70	20
69	20
71	20
71	20
68	20
68	20
70	21
73	20
70	20
72	21
67	21
68	20
69	19
71	20
72	20
71	19
71	19
71	20
69	20
67	21
67	19
70	21
67	19
73	19
72	21
70	20
68	20
68	19
67	19
72	20
68	19
73	19
70	24
68	25
70	25
71	14
68	20
68	17
67	12
71	12
98	29
103	30
103	29
102	29
98	29
99	31
98	30
101	29
101	31
97	30
97	29
105	29
100	29
102	30
101	28
103	30
101	30
103	30
103	30
97	30
102	29
99	29
102	30
99	29
99	30
102	30
103	29
103	29
102	30
96	28
103	29
97	29
98	29
103	29
98	29
102	30
97	29
102	29
131	30
104	29
105	29
107	29
106	29
105	29
98	29
99	29
176	55
193	55
123	29
191	61
168	56
167	57
98	33
103	29
104	29
104	32
111	29
107	29
104	29
103	29
104	29
104	29
103	33
109	29
103	32
103	30
103	29
104	31
117	29
107	29
108	32
100	30
103	30
107	29
109	30
107	29
102	30
145	30
104	30
104	29
103	31
104	30
103	31
104	30
101	29
98	30
99	28
103	28
98	30
103	31
98	32
103	27
102	25
98	31
103	29
103	24
111	31
117	31
117	31
111	30
112	30
115	30
116	30
110	29
111	29
115	31
111	30
110	31
109	31
111	31
110	30
115	30
114	30
115	28
116	30
109	30
116	30
116	29
110	29
116	30
110	29
111	28
111	30
111	31
111	30
115	31
117	30
110	30
116	30
115	30
114	31
111	30
115	30
110	31
115	30
111	29
110	28
116	30
115	29
110	30
117	28
117	31
116	31
110	30
117	31
112	29
117	31
143	30
112	29
111	30
116	31
119	30
111	31
111	30
116	31
112	31
119	33
113	31
119	31
112	31
113	31
112	31
114	30
117	32
117	32
112	32
114	30
112	32
112	30
118	31
114	32
112	32
112	30
119	32
113	32
112	32
115	33
121	34
116	33
122	35
115	33
116	32
121	32
115	32
120	34
116	32
119	31
118	33
122	32
120	33
121	33
124	32
121	32
115	32
116	33
117	34
118	32
116	33
118	32
122	33
123	32
122	33
121	32
116	33
118	33
117	32
121	33
122	32
122	32
123	26
117	24
121	32
122	33
121	30
116	33
121	33
116	32
114	37
113	35
113	35
113	36
118	36
113	37
113	36
123	33
208	66
217	70
112	36
143	55
173	47
117	55
132	55
118	35
160	36
172	39
186	37
116	36
117	30
117	21
114	12
117	31
114	22
112	14
114	38
114	38
121	37
114	36
113	36
113	39
119	35
113	35
112	35
118	36
112	35
120	35
112	36
115	35
121	37
113	35
114	34
118	35
116	36
118	35
113	36
117	37
111	36
111	37
113	24
112	15
185	43
184	43
187	43
176	43
183	45
176	43
175	44
185	44
175	43
174	44
176	43
183	45
182	43
174	44
182	42
180	44
178	44
170	44
172	44
172	43
171	44
178	44
172	44
172	43
180	44
178	42
172	40
182	44
180	43
172	41
179	44
177	45
179	45
178	45
171	44
180	44
170	43
170	44
170	45
170	44
169	44
180	44
178	43
171	44
178	44
178	43
182	45
181	44
179	46
173	43
173	41
173	41
172	45
179	44
179	44
180	44
172	43
182	43
172	43
173	41
181	44
180	43
171	44
172	44
180	43
181	44
182	44
180	46
173	44
172	44
171	44
193	46
180	44
171	45
179	43
171	44
178	44
233	44
172	42
178	46
171	44
179	46
177	46
171	46
170	45
171	41
171	39
181	46
179	45
172	45
179	45
180	43
181	40
171	45
179	46
171	45
179	44
179	46
180	44
180	44
179	45
168	47
177	46
169	45
169	61
175	46
176	46
176	47
168	45
209	60
218	57
205	46
247	62
248	50
250	63
216	54
216	57
230	60
250	62
228	60
247	63
252	62
231	62
255	62
229	63
217	56
230	53
231	64
193	46
174	46
176	44
177	47
175	45
176	45
176	45
170	49
174	47
169	46
210	45
168	46
179	46
178	46
194	45
197	46
176	46
169	45
170	46
168	46
176	45
168	47
168	42
167	38
169	48
177	47
178	47
168	48
170	46
176	46
170	45
169	46
170	50
169	45
169	45
177	46
176	46
170	45
168	45
178	46
169	46
170	46
176	46
168	46
170	45
177	47
168	46
177	48
177	47
169	46
176	47
170	45
168	47
171	46
177	46
169	45
173	47
177	46
174	46
168	47
180	46
177	46
168	45
167	45
176	46
167	45
177	46
176	46
179	46
170	45
177	46
175	46
168	45
169	44
178	48
176	44
168	39
178	36
170	43
179	38
184	46
181	45
180	45
181	44
184	43
174	45
174	47
175	43
176	45
174	44
174	44
175	43
175	45
174	41
174	37
176	44
176	44
175	45
183	45
185	44
178	44
187	44
186	44
185	46
187	45
178	44
186	44
179	44
198	56
177	43
178	41
192	41
225	83
251	80
252	42
177	40
177	45
179	54
190	45
178	44
178	66
188	65
187	71
179	55
187	70
185	62
185	63
180	46
185	45
189	45
181	44
181	44
179	43
179	41
186	42
188	45
188	45
188	45
180	43
179	44
181	44
189	44
179	44
182	43
178	43
180	43
187	45
180	44
188	45
187	44
178	45
188	45
186	45
178	41
179	40
180	43
179	42
187	39
189	45
181	44
180	45
189	45
190	44
192	44
181	45
188	44
181	44
187	45
189	44
181	44
187	45
188	46
190	44
179	43
180	44
181	42
186	45
188	44
181	45
187	45
179	46
180	44
192	44
182	45
181	45
188	46
181	45
190	45
183	44
188	46
191	44
182	44
182	44
190	46
181	43
180	44
181	45
188	46
188	43
180	40
182	40
182	44
189	42
182	42
188	45
182	44
189	44
180	43
187	44
188	45
186	44
188	44
188	44
182	43
190	44
182	44
182	44
189	44
181	44
181	43
187	42
190	39
181	45
180	44
182	40
188	46
180	45
192	43
181	42
181	44
189	42
181	42
191	44
190	44
183	41
182	40
190	44
189	44
181	44
182	43
187	44
180	42
188	41
191	44
188	42
182	41
193	40
203	42
213	45
181	42
189	42
189	43
186	44
189	54
188	53
192	44
189	30
182	49
179	41
188	45
186	35
180	22
74	22
74	21
70	21
69	22
72	20
74	22
72	22
73	23
72	22
73	22
69	23
73	22
69	23
70	23
69	23
73	23
74	20
73	23
74	20
73	19
75	22
73	22
71	22
69	23
69	23
69	21
71	23
69	23
70	22
68	21
70	21
73	23
73	20
69	20
72	23
73	23
72	24
72	22
73	22
73	22
75	23
75	24
70	22
71	21
74	22
74	20
74	18
71	23
70	22
70	22
72	22
71	21
74	22
71	21
74	23
70	23
74	22
73	22
71	22
70	23
71	24
70	23
71	23
71	22
72	21
70	20
73	23
70	23
76	23
71	20
75	20
74	23
70	24
70	22
74	24
75	23
69	22
70	23
70	22
72	23
68	21
69	20
71	19
69	21
69	19
70	22
74	23
71	22
73	22
74	24
73	25
71	22
74	19
73	16
74	22
73	19
69	16
72	25
69	19
68	17
76	22
79	21
76	22
78	22
74	21
78	22
75	21
75	22
74	21
78	21
79	22
76	21
76	21
79	22
79	22
75	22
74	22
75	22
81	22
79	22
79	21
75	22
74	22
75	21
79	21
79	22
78	22
80	22
80	22
78	22
79	22
75	21
76	21
79	22
79	21
76	22
80	22
80	20
80	22
81	23
80	23
82	23
81	22
77	24
80	23
80	23
81	23
84	24
86	24
86	23
85	24
83	23
82	23
83	22
82	21
86	23
85	26
83	27
83	26
83	26
83	27
85	27
83	26
80	32
82	25
82	26
77	29
81	31
77	30
80	30
81	31
78	30
84	26
86	26
85	25
83	26
84	27
82	26
83	26
86	15
81	21
84	22
85	23
85	23
82	23
84	24
85	23
83	22
81	22
83	22
84	22
79	22
81	22
81	22
76	13
76	11
185	50
147	45
147	37
136	37
130	37
137	38
140	36
141	37
141	38
135	39
129	37
141	37
139	37
139	36
135	37
141	38
140	37
136	38
138	38
135	37
133	38
129	37
127	36
134	37
127	37
132	37
133	37
135	38
135	37
138	38
165	45
178	37
170	40
140	39
127	38
134	38
134	39
133	39
138	40
135	39
134	39
133	38
135	38
138	39
138	40
136	40
134	38
137	38
132	38
136	38
137	38
132	39
162	38
138	35
138	34
137	39
133	39
138	39
137	40
137	39
133	38
134	40
138	39
138	40
138	40
139	39
138	56
148	51
169	46
187	41
133	41
133	40
126	40
133	40
134	40
135	41
138	40
125	40
133	40
133	38
135	38
134	40
134	40
135	40
127	41
133	40
126	37
126	35
133	31
127	40
135	40
133	41
132	40
126	40
133	40
133	36
132	34
135	40
135	40
130	40
132	41
136	39
129	40
137	40
129	40
135	40
135	41
134	39
136	40
136	39
129	41
135	40
135	40
136	40
134	41
134	40
134	38
135	39
131	40
137	39
129	41
129	40
135	37
131	40
135	42
136	40
133	40
134	39
136	39
130	41
130	42
129	41
136	42
128	41
130	41
128	41
136	34
130	39
132	39
128	40
128	39
144	40
137	47
166	48
166	48
191	52
190	53
189	57
193	54
196	49
196	58
182	51
199	48
166	40
172	46
167	45
168	56
157	49
191	55
164	49
166	36
195	44
161	51
129	38
137	40
129	40
135	39
136	40
128	38
137	36
137	40
137	39
129	38
130	39
137	40
132	40
138	40
130	39
131	39
138	38
138	39
128	39
135	39
137	40
138	38
130	37
129	34
136	38
134	38
136	38
136	37
130	39
129	39
135	38
135	38
129	37
129	36
129	38
136	37
135	37
138	37
129	37
136	38
136	38
136	37
135	37
129	37
136	37
138	37
135	37
135	38
139	37
137	37
137	37
136	38
135	37
136	37
135	37
135	38
137	37
129	37
138	37
135	38
136	38
129	38
129	37
136	36
130	37
135	43
128	31
136	23
135	29
128	22
129	43
135	38
128	39
136	23
143	37
143	38
145	37
149	37
149	37
148	38
149	38
141	36
148	37
142	39
148	37
148	38
147	39
148	37
143	37
149	39
150	37
146	38
148	37
147	36
142	38
142	36
149	36
144	38
142	37
142	37
148	38
140	37
147	38
148	38
147	38
147	39
141	38
148	38
150	37
148	38
143	37
147	37
149	37
149	37
143	37
149	37
147	37
150	36
149	35
143	37
147	38
150	37
142	36
150	38
148	37
144	37
152	37
143	39
150	37
149	37
150	36
342	90
145	38
151	37
148	39
141	37
143	35
142	37
148	38
149	37
148	37
149	38
150	38
149	39
149	39
151	37
148	38
141	37
143	36
148	38
147	38
141	37
142	36
148	37
143	36
149	36
150	36
148	38
141	38
148	37
175	41
144	45
151	46
146	41
143	33
150	21
150	11
148	39
150	35
165	25
16	7
16	5
15	5
20	6
16	6
15	5
16	4
15	5
15	5
14	5
16	5
15	6
14	5
16	5
16	5
14	6
14	5
14	5
14	6
15	4
15	6
14	6
15	5
14	6
13	4
15	6
15	5
14	5
14	5
14	6
14	5
14	5
14	5
14	5
15	5
15	2
14	3
15	6
15	5
15	3
20	7
19	6
20	6
19	7
20	6
25	7
20	6
20	6
19	6
19	6
21	5
20	7
19	7
19	7
18	7
19	6
21	6
20	6
20	7
20	7
19	7
19	6
19	7
19	6
21	6
21	7
20	7
20	6
20	7
21	6
20	6
18	7
21	6
20	5
20	7
20	7
19	6
19	6
19	6
19	7
19	6
18	6
20	6
19	7
22	8
19	7
19	7
20	7
19	3
19	7
20	7
20	4
19	2
19	4
26	8
26	8
25	10
25	8
25	9
25	9
25	8
26	8
25	9
26	9
25	9
24	9
26	8
24	7
25	7
26	9
55	18
25	9
62	14
29	7
26	10
29	11
26	8
27	9
25	9
38	11
32	7
26	9
25	7
28	8
25	9
30	10
27	8
26	7
26	6
31	8
25	9
26	8
27	8
25	9
29	10
28	9
26	8
26	8
26	8
25	8
29	8
28	8
30	11
26	9
26	9
27	7
25	9
30	8
26	8
29	9
25	8
26	9
30	9
25	9
26	10
28	9
25	9
28	13
24	10
27	9
26	8
24	7
27	4
66	22
69	20
69	21
67	20
67	21
68	21
70	20
64	24
64	21
70	22
75	21
68	22
65	21
72	21
77	29
97	25
71	23
70	22
73	23
70	25
67	19
66	19
67	22
70	22
69	21
67	22
65	21
68	22
65	22
69	21
65	21
65	21
70	21
69	22
67	20
66	18
67	15
67	21
71	22
67	22
66	22
67	21
66	21
70	22
70	22
67	21
66	21
68	22
65	21
65	22
65	21
66	21
66	22
67	21
70	18
67	14
68	9
66	23
68	24
66	22
65	21
66	22
69	20
68	14
66	11
67	23
71	23
67	22
67	23
70	22
71	22
65	22
68	20
70	23
68	24
71	23
71	24
72	23
68	23
66	24
64	23
66	22
69	23
69	23
68	22
68	22
67	22
69	22
65	22
71	24
70	23
73	24
70	23
69	24
68	22
68	22
71	23
70	22
67	24
70	23
68	23
70	23
71	24
68	23
71	20
71	14
71	10
69	23
68	23
70	24
71	24
70	23
67	22
70	23
71	22
70	24
68	22
67	22
68	22
71	22
67	22
69	23
66	22
71	18
69	12
67	7
70	23
71	22
67	21
68	22
67	23
66	22
67	22
66	22
70	22
68	23
67	22
66	18
67	17
68	18
63	18
63	19
64	19
64	19
66	18
68	20
68	19
68	19
170	23
128	45
70	19
70	18
68	20
64	19
70	18
72	20
71	18
69	21
68	23
68	19
66	18
71	14
71	10
24	7
27	7
24	8
24	8
25	8
24	8
27	8
26	8
24	7
30	8
24	7
24	8
25	8
26	8
27	8
23	8
29	8
25	9
24	9
26	8
25	8
27	9
25	7
24	9
27	7
24	9
23	9
26	8
26	8
28	8
25	8
24	11
26	7
24	6
30	8
23	7
27	10
23	7
25	8
29	9
25	8
23	9
26	9
30	10
23	8
36	11
36	10
27	8
26	9
25	8
23	10
24	8
23	8
25	8
23	9
23	6
24	7
24	7
23	8
23	7
24	8
24	8
23	6
24	4
159	46
151	45
159	45
158	45
159	49
142	40
159	44
159	42
161	59
219	52
174	51
184	44
152	45
160	44
158	48
152	45
158	44
159	43
157	47
158	47
157	47
152	48
153	46
152	46
159	46
159	47
157	47
151	47
157	47
150	48
159	47
150	47
157	46
158	46
150	44
159	40
160	50
151	46
152	46
159	46
152	46
151	46
158	46
158	48
181	47
167	45
163	45
158	44
159	46
161	47
160	48
151	47
158	42
152	38
160	46
152	46
158	46
150	47
160	46
158	48
151	46
152	45
298	83
337	87
283	86
295	87
294	87
294	86
296	87
267	70
190	59
235	41
151	47
151	48
159	48
151	47
150	46
152	69
151	43
151	41
158	47
158	48
159	59
151	47
151	47
159	55
152	58
157	46
160	47
152	46
160	46
152	47
152	48
150	47
159	46
158	46
153	51
167	47
185	45
162	43
182	48
155	46
154	46
161	46
162	47
154	47
161	46
163	46
154	47
154	48
162	46
161	45
154	43
162	43
155	46
154	46
155	47
164	46
155	47
164	47
154	47
162	47
155	46
162	46
164	46
154	45
155	43
155	47
163	47
162	46
162	42
154	37
155	46
156	46
163	48
156	46
155	46
155	45
163	43
163	46
162	46
155	46
156	44
154	43
155	42
156	45
155	45
164	46
156	45
157	45
154	43
155	42
155	45
155	46
155	46
404	85
288	87
304	85
296	86
305	85
304	84
301	85
307	84
281	86
300	86
305	97
216	59
209	44
154	44
163	45
156	47
155	45
155	47
163	44
155	45
156	44
163	45
154	45
155	45
164	46
156	41
164	46
155	46
163	46
164	45
163	45
154	44
162	46
161	45
161	46
155	45
156	45
163	44
163	45
154	47
162	46
156	45
164	45
163	45
164	44
164	42
163	45
163	44
163	45
162	45
168	45
164	50
193	48
178	53
184	47
192	58
194	59
223	58
186	43
243	62
242	64
242	64
240	64
240	70
241	63
241	63
239	64
241	64
239	61
236	62
234	69
235	70
234	69
238	55
236	45
237	62
234	65
228	41
194	47
194	49
190	47
244	62
215	47
187	46
185	40
189	49
191	47
461	88
355	90
340	88
402	87
340	88
530	92
505	115
373	77
377	72
367	89
383	88
314	73
312	72
315	72
314	73
322	73
319	73
317	74
275	62
279	62
363	83
317	81
342	63
253	62
245	47
279	64
276	67
232	59
257	50
255	65
270	54
188	50
193	45
361	89
338	74
283	73
295	73
294	94
294	74
285	85
296	92
281	81
293	81
299	67
296	73
294	73
290	79
299	65
253	62
255	63
259	63
255	63
260	58
195	63
187	48
204	63
189	48
194	49
187	48
192	49
194	48
186	48
192	48
192	48
184	45
193	42
193	38
185	48
191	47
192	48
185	48
192	47
192	48
191	48
191	47
193	49
187	48
186	48
186	49
186	49
187	48
187	49
194	47
193	49
193	47
187	47
194	49
193	48
194	48
194	45
194	43
193	41
194	49
194	48
193	54
191	53
183	52
190	53
184	49
193	47
192	46
191	55
185	52
192	52
185	53
185	52
183	52
189	52
185	52
184	52
193	52
194	53
184	53
191	53
192	52
192	53
183	52
184	52
184	53
192	52
192	53
192	53
191	54
193	52
193	52
193	52
192	50
193	49
194	46
193	58
194	57
192	57
191	57
186	56
183	56
192	57
191	47
184	33
193	22
193	57
193	57
192	58
192	55
192	54
193	54
192	54
193	54
192	45
192	30
193	18
193	46
189	46
189	47
190	47
182	48
190	40
183	21
229	60
247	80
254	76
266	73
260	72
164	73
231	66
139	76
260	70
260	70
145	40
145	39
140	38
141	38
145	39
146	38
145	39
139	38
293	72
140	60
215	38
191	38
139	39
140	39
142	38
146	38
140	39
146	39
145	38
146	41
146	39
140	39
140	39
141	38
147	38
145	39
146	40
145	38
144	38
139	38
146	39
148	39
142	38
148	38
148	39
147	38
145	38
142	39
145	40
142	52
139	38
139	37
145	39
139	35
160	39
159	39
155	39
153	39
160	40
153	40
153	39
160	39
150	38
151	38
160	38
151	40
160	39
152	49
160	39
158	40
149	39
150	39
236	96
208	41
198	41
218	53
194	46
185	46
198	49
216	55
200	45
197	56
223	54
203	43
193	52
201	56
194	43
221	55
195	56
192	41
205	54
192	51
194	39
157	38
156	41
159	40
159	39
158	39
160	39
154	38
157	39
155	39
155	40
157	45
160	41
148	39
157	40
150	41
156	39
161	38
161	39
160	52
151	39
161	40
176	45
157	41
157	40
156	40
162	41
163	39
161	39
157	40
158	38
160	37
163	39
159	39
159	39
164	38
157	39
158	40
157	39
158	39
158	39
161	39
168	39
178	49
153	40
169	40
162	40
162	40
165	39
162	41
163	39
160	39
159	39
157	39
154	37
160	39
162	38
159	38
159	39
163	38
159	38
160	38
159	39
163	38
160	38
161	39
166	47
170	47
169	40
188	39
177	44
160	39
160	39
159	40
162	39
162	37
160	39
160	38
161	37
154	39
160	40
152	41
153	39
159	41
160	39
153	38
153	41
160	39
154	40
153	40
161	38
161	37
161	40
160	41
162	39
159	39
154	39
160	38
161	39
159	40
152	39
157	40
152	38
159	37
161	40
162	40
159	40
160	40
161	40
160	40
160	39
152	40
160	39
162	37
161	39
153	39
152	38
153	40
153	40
161	40
159	39
152	38
161	41
160	39
162	41
161	40
160	41
154	40
153	38
161	39
154	40
154	40
162	40
153	40
162	39
160	46
187	40
163	41
165	40
157	37
303	75
302	77
286	74
164	43
162	39
161	42
160	40
153	39
160	39
160	36
154	40
159	40
160	38
154	37
161	42
161	40
154	40
166	41
167	41
274	99
215	44
196	47
230	40
229	74
237	103
196	46
193	43
338	102
224	54
232	53
189	39
165	40
206	43
212	55
227	67
208	49
213	54
234	66
165	40
156	40
157	39
157	40
155	40
161	40
161	39
154	39
163	37
164	40
163	40
163	37
190	40
166	45
156	40
165	40
168	38
393	76
414	71
355	97
427	103
300	60
305	62
343	78
343	67
308	73
319	71
294	71
297	68
307	93
164	41
165	41
157	39
155	39
162	39
209	39
164	40
165	38
158	37
163	40
163	39
156	39
156	40
161	38
160	39
155	40
162	38
161	39
154	38
160	39
156	38
156	41
162	39
162	39
162	42
167	39
163	39
175	38
157	38
155	39
164	39
162	40
155	40
162	38
154	39
162	39
162	39
163	38
155	37
156	38
163	47
162	47
159	46
156	29
162	20
163	27
155	42
162	39
161	20
66	20
66	20
66	21
67	21
70	20
68	20
69	21
67	21
66	21
68	22
70	22
65	20
71	22
68	23
71	21
65	21
66	22
65	22
65	20
66	21
66	20
68	21
67	21
70	22
70	20
66	22
70	22
65	20
66	21
65	21
69	20
66	22
65	20
70	21
67	20
67	20
66	20
69	22
69	21
66	22
70	21
65	21
70	21
69	21
69	22
67	21
65	21
69	21
66	20
66	21
67	21
69	21
66	20
66	21
69	20
68	20
69	21
69	21
69	22
66	20
66	22
67	22
69	22
69	21
66	22
69	20
66	21
66	21
69	23
65	20
67	21
69	20
67	20
66	21
71	21
67	21
70	21
70	22
69	21
70	21
69	21
70	20
67	20
69	21
70	21
66	20
66	23
67	19
70	18
66	16
77	24
74	23
95	27
101	26
75	22
77	23
79	22
78	25
79	23
84	24
75	23
75	23
77	23
77	23
78	23
77	24
75	22
76	22
75	24
77	24
74	22
74	22
79	23
75	23
75	24
77	23
75	22
75	21
78	18
76	15
75	19
79	16
78	24
75	25
80	23
78	23
76	22
74	23
79	23
78	24
77	22
76	23
76	23
77	24
80	24
80	23
76	22
75	23
79	23
78	23
75	23
80	22
77	26
79	27
140	54
128	39
118	38
119	48
115	42
85	27
86	22
79	16
78	10
76	30
77	27
78	21
82	14
79	12
74	28
78	27
76	26
82	27
95	26
80	25
82	25
83	26
79	27
75	30
81	29
79	27
73	32
79	25
79	24
79	26
74	24
78	25
80	26
78	25
79	24
76	21
76	22
75	23
72	21
73	20
75	22
72	17
72	11
108	28
102	27
103	28
103	27
101	27
107	28
106	28
102	28
100	28
107	28
106	29
105	29
101	28
107	29
101	29
126	30
106	30
107	28
100	29
119	32
109	27
109	29
106	29
107	29
107	29
105	28
121	29
124	40
128	53
131	44
118	29
110	29
132	29
108	28
109	30
116	30
106	29
105	30
103	28
103	29
105	29
103	29
103	29
103	29
104	30
107	29
103	30
105	29
103	29
108	29
104	30
106	29
107	30
103	29
106	31
104	30
104	30
104	29
139	36
120	39
101	32
105	30
108	29
109	30
121	31
106	30
109	31
105	29
109	31
103	29
105	28
